epoch,train_loss,eval_loss,eval_top1,eval_top5
96,2.213869397546731,1.26984,70.94,89.808
97,2.231509629417868,1.26517125,71.036,89.888
98,2.221077000393587,1.269588125,70.962,89.776
99,2.220280743112751,1.271055,71.126,89.764
100,2.216012905625736,1.27696375,71.036,89.79
101,2.2319054930817845,1.267409375,70.972,89.838
102,2.2420483009487975,1.27414125,71.008,89.878
103,2.2091240532257976,1.267094375,71.008,89.856
104,2.222753174164716,1.26820125,71.108,89.824
105,2.2036896570056093,1.26734875,71.082,89.868
106,2.2199260370404112,1.26857125,71.102,89.884
107,2.2233363086102056,1.264754375,71.046,89.874
108,2.217830926764245,1.259725,71.078,89.828
109,2.2163774815260195,1.272195,70.99,89.762
110,2.2016731675933388,1.260841875,70.92,89.934
111,2.205601823096182,1.2724825,71.05,89.904
112,2.218985536519219,1.266035,71.074,89.868
113,2.2096343811820534,1.2652325,71.11,89.876
114,2.2007220726387176,1.26281125,71.208,89.898
115,2.2040952724568985,1.262845,71.106,89.862
116,2.2056419826021383,1.267146875,71.068,89.846
117,2.203395575869317,1.26275,71.054,89.902
118,2.2121476075228523,1.2544875,71.13,89.892
119,2.2057706585117414,1.269484375,71.114,89.826
