epoch,train_loss,eval_loss,eval_top1,eval_top5
69,2.728570162081251,1.331948125,75.814,92.728
70,2.758683122840582,1.10878875,76.398,92.986
71,2.73934356137818,1.12938625,76.464,93.066
72,2.7746799705075285,1.072450625,76.316,93.11
73,2.7257069232417086,1.15881375,76.532,92.944
74,2.774810421700571,1.175094375,76.488,93.062
75,2.74446047521105,1.135826875,76.324,93.066
76,2.732572957581165,1.19410375,76.402,93.104
77,2.7216330649806,1.0551615625,76.556,93.114
78,2.8170007794511083,1.107281875,76.486,93.142
79,2.680030238394644,1.10224125,76.564,93.184
80,2.698448615915635,1.05315875,77.154,93.512
81,2.7356150442478704,1.228220625,76.988,93.364
82,2.698302305212208,1.0695809375,77.226,93.572
83,2.655793075468026,1.1670665625,77.036,93.446
84,2.6340265344170963,1.04756875,77.436,93.584
85,2.717964416625453,1.162344375,77.278,93.476
86,2.621982960140004,1.045715,77.408,93.538
87,2.606713186292087,1.140140625,77.282,93.524
88,2.7069181250590906,1.0918971875,77.436,93.606
89,2.6716825401081756,1.026398125,77.552,93.634
90,2.7030039347854316,1.01945625,77.62,93.624
91,2.7479202349980674,1.0425475,77.544,93.578
92,2.643826907756282,1.062618125,77.51,93.56
93,2.6860175845669767,1.3159325,76.954,93.302
94,2.66546412192139,1.0168771875,77.658,93.646
95,2.6715663297503602,1.1534259375,77.436,93.492
96,2.651865908912584,1.165475,77.322,93.502
97,2.653756657067467,1.028236875,77.644,93.638
98,2.6434134653970305,1.0441284375,77.648,93.61
99,2.678353250026703,1.1073725,77.534,93.554
100,2.5799848974919786,1.0044690625,77.71,93.686
101,2.6637574901767804,1.2072775,77.342,93.496
102,2.604083532211827,1.111150625,77.616,93.64
103,2.65192945097007,0.9991909375,77.786,93.714
104,2.582438010795444,1.0695525,77.534,93.626
105,2.6604402427579843,1.086441875,77.656,93.622
106,2.675796030783186,1.03602875,77.756,93.742
107,2.6668986105451395,1.077748125,77.658,93.65
108,2.680090940466114,1.182700625,77.436,93.596
109,2.642247796058655,1.076824375,77.674,93.66
110,2.664680930913663,1.2094125,77.476,93.576
111,2.574584731868669,1.1259359375,77.484,93.628
112,2.6550395687421164,1.317919375,77.044,93.384
113,2.543248076064914,1.019700625,77.728,93.722
114,2.6367133329896366,1.2639125,77.294,93.46
115,2.6729144372192084,1.05964375,77.822,93.626
116,2.6280220419752833,1.03732625,77.724,93.738
117,2.658515246475444,1.0275115625,77.768,93.64
118,2.572282590118109,1.0967390625,77.618,93.62
119,2.6033012387799284,1.0295175,77.638,93.694
