epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.8153923352559405,6.58405,1.468,5.08
1,5.768476032743267,3.91695375,22.442,46.578
2,4.8256385606877945,2.80013625,39.574,66.238
3,4.423369774631426,2.397711875,46.996,73.318
4,4.1558539820652385,2.270108125,52.322,77.736
5,3.898399591445923,1.98017,56.474,80.972
6,3.788802058089013,1.95434375,58.33,82.016
7,3.760337189132092,1.79338875,60.786,83.748
8,3.584965567962796,1.6524975,62.388,85.014
9,3.5598145723342896,1.74106625,62.674,85.15
10,3.4771781528697296,1.562790625,64.47,86.324
11,3.4385771704655066,1.560679375,65.182,86.888
12,3.5009447055704452,1.67199875,65.256,86.916
13,3.390159424613504,1.698028125,66.07,87.3
14,3.397745069335489,1.631786875,65.95,87.194
15,3.3513035330117917,1.492739375,67.298,88.04
16,3.3026056500042187,1.447476875,67.902,88.348
17,3.306564779842601,1.435640625,68.396,88.466
18,3.2685305838491403,1.424843125,68.716,88.848
19,3.2352268134846405,1.47157875,68.452,88.748
20,3.3110057442795995,1.361620625,68.88,89.014
21,3.3387731383828556,1.56449875,68.848,88.994
22,3.217716100169163,1.42904,68.744,89.038
23,3.3143326160954496,1.49687875,69.102,89.176
24,3.279864598723019,1.556400625,68.628,88.954
25,3.2243000479305493,1.400346875,69.472,89.392
26,3.2511584735384176,1.3541375,70.026,89.576
27,3.199819943484138,1.356954375,70.108,89.722
28,3.2093153327119115,1.410676875,70.078,89.728
29,3.180437585886787,1.28782,70.168,89.912
30,3.1504566272099814,1.507324375,70.174,89.722
31,3.2458403788360894,1.31596875,70.914,90.084
32,3.231071841483023,1.60236375,69.732,89.662
33,3.0971722182105568,1.3449725,70.928,90.278
34,3.15097425030727,1.37713375,70.854,90.13
35,3.15779709815979,1.263088125,70.894,90.222
36,3.1744056495965696,1.338270625,70.806,90.332
37,3.122369179538652,1.2894225,71.328,90.542
38,3.0614012970643887,1.3593303125,70.582,90.014
39,3.1261763011707977,1.310398125,71.076,90.442
40,2.9956971056321087,1.1844375,74.434,92.156
41,2.910755185519948,1.343255,74.124,92.146
42,2.8825273957906985,1.207759375,74.706,92.34
43,2.9335972725176345,1.279193125,74.736,92.426
44,2.930382487820644,1.303783125,74.914,92.394
45,2.792765932924607,1.1445834375,75.496,92.632
46,2.902620509559033,1.088620625,75.636,92.75
47,2.8657839158002067,1.0987721875,75.714,92.812
48,2.914466575080273,1.265536875,75.424,92.684
49,2.861486280665678,1.1302896875,75.658,92.77
50,2.85253585319893,1.26075875,75.56,92.712
51,2.908942227270089,1.2511134375,75.61,92.774
52,2.871987632676667,1.056080625,76.02,93.008
53,2.760508127072278,1.1678534375,76.018,92.848
54,2.8142697764377966,1.06018875,76.01,93.046
55,2.846489574394974,1.1863465625,75.754,92.902
56,2.799308631934372,1.2214409375,75.826,92.822
57,2.8389211472342994,1.1437975,76.048,92.95
58,2.807334257107155,1.12019625,76.388,93.008
59,2.797584789640763,1.164781875,76.098,92.948
60,2.823108098086189,1.067975625,76.506,93.128
61,2.7676918506622314,1.2278390625,75.992,92.878
62,2.755813586945627,1.18634125,76.098,92.998
63,2.7954757143469418,1.1258021875,76.306,93.096
64,2.805730702830296,1.215121875,75.99,92.94
65,2.706210358470094,1.185119375,75.886,92.89
66,2.8784242400936053,1.0363815625,76.258,93.108
67,2.806024838896359,1.3516025,75.656,92.772
68,2.7416962198182646,1.0406440625,76.338,93.106
69,2.7620429501814,1.03140625,76.546,93.164
70,2.762880767092985,1.043920625,76.386,93.144
71,2.8596739675484453,1.22581,76.09,93.068
72,2.819408274164387,1.08683625,76.476,93.16
73,2.825080172688353,1.10737625,76.444,93.028
74,2.823741700135025,1.218865625,76.296,92.988
75,2.6903614495314803,1.24629625,76.058,92.996
76,2.751291366184459,1.19530625,76.13,93.066
77,2.704986102440778,1.1419084375,76.412,93.15
78,2.743855922829871,1.07476,76.502,93.268
79,2.7522962011542975,1.208184375,76.306,93.04
80,2.6925075287912406,1.1591,77.054,93.35
81,2.6394079012029312,1.114345625,77.148,93.532
82,2.633006217432957,1.029983125,77.37,93.56
83,2.7210336526234946,1.117071875,77.352,93.582
84,2.6616382154763913,1.0712053125,77.274,93.62
85,2.6823104327800227,1.15823875,77.248,93.486
86,2.6096485292210296,1.12490125,77.282,93.616
87,2.6434157689412436,1.042106875,77.528,93.672
88,2.7349428861748937,1.1670084375,77.322,93.558
89,2.5504515802159027,1.1636628125,77.36,93.588
90,2.6818077762921653,1.14554875,77.318,93.586
91,2.6840935010536042,1.318160625,76.972,93.37
92,2.6933988531430564,1.0131065625,77.616,93.67
93,2.6866623163223267,1.003426875,77.568,93.676
94,2.6010824769150975,1.158613125,77.328,93.684
95,2.6769814561395084,1.0680490625,77.616,93.704
96,2.6504128248083827,1.004675,77.65,93.698
97,2.649495330511355,1.079035,77.496,93.714
