epoch,train_loss,eval_loss,eval_top1,eval_top5
98,2.6870418190956116,1.1145134375,77.482,93.7
99,2.7183609943763885,1.055668125,77.662,93.738
100,2.7081999545003854,1.01037875,77.588,93.688
101,2.686835923615624,1.055415625,77.614,93.712
102,2.669889122832055,1.117793125,77.51,93.672
103,2.5825831562865016,1.0984690625,77.504,93.672
104,2.636011708016489,1.069656875,77.516,93.72
105,2.6110058964467515,1.143949375,77.442,93.654
106,2.664376189895705,1.093614375,77.506,93.682
107,2.6447213058378183,1.099896875,77.596,93.7
108,2.639046725104837,0.9984,77.632,93.712
109,2.63934555941937,1.1246703125,77.53,93.658
110,2.6734266900548747,1.1236946875,77.506,93.702
111,2.6436772638676214,1.018494375,77.664,93.776
112,2.6389475032395007,1.04457875,77.54,93.734
113,2.7408010316830054,1.1262540625,77.472,93.658
114,2.654644787311554,1.129006875,77.482,93.63
115,2.6382044588818268,1.167210625,77.41,93.648
116,2.6675936988755766,1.0148065625,77.654,93.806
117,2.6673438993154788,1.109355,77.582,93.7
118,2.596397337960262,1.10599375,77.606,93.692
119,2.715633651789497,1.0194471875,77.63,93.756
