epoch,train_loss,eval_loss,eval_top1,eval_top5
67,2.3040173591351976,1.30678125,70.09,89.392
68,2.312988096592473,1.29597375,70.184,89.474
69,2.321287987278957,1.299219375,70.21,89.42
70,2.309808004136179,1.303824375,70.286,89.594
71,2.3241876363754272,1.306465,70.182,89.426
72,2.3278051427766386,1.30731375,70.034,89.326
73,2.3083526690800986,1.29839875,70.272,89.494
74,2.3270667814740946,1.3126125,70.166,89.408
75,2.3012959957122803,1.308745,70.254,89.348
76,2.280776690034305,1.294096875,70.434,89.536
77,2.3079575674206603,1.304974375,70.128,89.514
78,2.3059343450209675,1.301185,70.382,89.476
79,2.3014823081446627,1.306835,70.018,89.4
80,2.282083688997755,1.278268125,71.062,89.886
81,2.253013662263459,1.2725975,71.084,89.958
82,2.224493371505363,1.26058125,71.204,89.99
83,2.248313742525437,1.262418125,71.238,90.094
84,2.2087739589167574,1.255245625,71.266,90.082
85,2.2367668292101692,1.26427625,71.256,89.934
86,2.2160599629084268,1.261878125,71.22,90.022
87,2.223285163150114,1.26438,71.29,90.05
88,2.24666733601514,1.26121875,71.276,90.052
89,2.225658290526446,1.258853125,71.334,90.02
90,2.203320222742417,1.26246125,71.3,89.998
91,2.2249013956855324,1.260525,71.398,90.044
92,2.206916703897364,1.261439375,71.296,90.022
93,2.214551327275295,1.263088125,71.322,90.048
94,2.2193632827085605,1.260024375,71.254,90.0
95,2.2097806813670138,1.2589625,71.306,90.002
96,2.2222002616115644,1.265141875,71.21,90.072
97,2.223643466538074,1.25549875,71.19,90.096
98,2.220634032698239,1.25530125,71.222,89.972
99,2.206502921441022,1.257185,71.248,89.976
100,2.2096135359184417,1.26353625,71.262,90.026
101,2.2210367029788447,1.257876875,71.258,90.038
102,2.2271518029418647,1.261130625,71.268,90.002
103,2.2166589849135456,1.26428875,71.26,89.988
104,2.2112395669899736,1.269833125,71.258,90.014
105,2.2108782822010564,1.26248125,71.36,90.016
106,2.207056487307829,1.25801625,71.302,90.08
107,2.2073204938103173,1.249359375,71.42,90.072
108,2.2109390730951346,1.25923875,71.394,90.044
109,2.204970698730618,1.258706875,71.36,90.018
110,2.204397395545361,1.2573375,71.354,90.056
111,2.2076216258254706,1.2624175,71.36,90.06
112,2.2253513604986903,1.263745,71.254,89.978
113,2.2119947110905365,1.250203125,71.342,90.03
114,2.2060629807266534,1.25208125,71.372,90.024
115,2.195250064718957,1.247273125,71.352,90.04
116,2.204891155747806,1.262898125,71.338,90.004
117,2.2071341276168823,1.254573125,71.422,90.098
118,2.208345194657644,1.254165625,71.262,90.056
119,2.2060221457013895,1.260055625,71.358,90.0
